SiteCode,SiteID,SampleYear,Location,Treatment,Water,Standing Dead,Litter,Bare Ground,Bryophyte sp.,ACHMILLE,BOECYLIN,BOLFLUVI,BRASCHE,CALCANAD,Calystegia sp.,CAMAPARI,CALSEPIU,CARAQUAT,CARBUXBA,CARCRAWE,CARCOMOS,CARCRYPT,CARLACUS,CARLANGU,CARLASIO,CARSARTW,Carex sp,CERDEME,CHARA SP,CLAMARIS,Cornus Sp.,DECVERTI,DULARUND,ELEPALUS,ELOCANA,Eleocharis Sp,EQUFLUVI,Epuatorium sp.,Fern,Fontinalis Sp,FRAVIRGI,GALLABRA,GALTRIF,HYDMORSU,HYDVERTI,HYPKALMI,IMPCAPEN,IRIVERSA,JUNBALTI,JUNBREVI,Juncus Sp.,LEEORYZO,LEMMINOR,LYCAMERI,LYSTHRYS,Lythrum Sp,LYTSALIC,Myriophyllum sp,MYRSIBI,MYRSPIC,NAJFLEXI,Nitella spp.,NUPLUTE,NYMODOR,PHRAUSTR,PERAMPHI,POLYGONUM SP,PONCORD,POTFOLI,POTGRAMI,POTNATA,POTPRAE,POTRICH,POTZOST,Potamogeton sp.,Rosa Sp,Sagittaria sp.,SAGCUNE,SAGLATIF,SCHPUNGE,SCHTABER,SCIACUTU,Solonaceae Sp.(%),SPARGANIUM SP,SPAEMER,SPAEURY,SPIPOLY,STUPECT,THEPALUS,Typha sp.,UTRGIBBA,UTRINTER,UTRMINO,UTRVULGA,VALAMER,Vicia Sp,ZIZPALUS,Unknown Seedling,Richness,meanC
LPT1217,LPT12,2017,Long Point,Treatment,53.81166,0.4484305,13.45291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.90583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4484305,0,0.4484305,0,4.484305,0,0,0,0,4,4
LPT1317,LPT13,2017,Long Point,Treatment,45.45455,0,27.27273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LPT1417,LPT14,2017,Long Point,Treatment,14.77832,0.4926108,4.926108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4926108,0,0,0,0,0,0,78.81773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4926108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.666666667
LPT1517,LPT15,2017,Long Point,Treatment,84.11215,0.4672897,9.345794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4672897,0,0,0,0,0,0,4.672897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4672897,0,0.4672897,0,0,0,0,4,5.75
LPT1617,LPT16,2017,Long Point,Treatment,73.89163,4.926108,14.77832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.926108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4926108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4926108,0,0,0,0.4926108,4,3
LPT1717,LPT17,2017,Long Point,Treatment,51.06383,0.4255319,8.510638,0,0,0.4255319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4255319,0,0,0,0,0,0,0,0,25.53191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4255319,8.510638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.255319,0,0,0,0,0,0.4255319,0,0,0,0,0,0,0,0,7,2.571428571
LPT1817,LPT18,2017,Long Point,Treatment,97.08738,0.4854369,0.4854369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4854369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4854369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4854369,0,0.4854369,0,0,0,0,0,0,4,2.5
LPT1917,LPT19,2017,Long Point,Treatment,33.19502,33.19502,8.298755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.89627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4149378,0,0,0,0,0,0,2,5
LPT2017,LPT20,2017,Long Point,Treatment,74.25743,19.80198,4.950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4950495,0,0,0,0,0,0,0,0,2,0
LPT4117,LPT41,2017,Long Point,Treatment,90,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPT4217,LPT42,2017,Long Point,Treatment,18.86792,4.716981,0.4716981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.4717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4716981,0,0,0,0,2,3
LPT4317,LPT43,2017,Long Point,Treatment,9.90099,0.4950495,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.10891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LPT4417,LPT44,2017,Long Point,Treatment,68.62745,0.4901961,0.4901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4901961,0,0,0,0,0,0,0,0,3,0
RPC0217,RPC02,2017,Rondeau,Control,4.950495,4.950495,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.10891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5
RPC0317,RPC03,2017,Rondeau,Control,8.62069,4.310345,0.4310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.86207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.34483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4310345,0,0,0,0,0,0,0,0,3,0
RPC0417,RPC04,2017,Rondeau,Control,4.149378,4.149378,4.149378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.59751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.09129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4149378,0,0,0,0,0,0,12.44813,0,0,0,0,0,0,0,0,4,0
RPC0517,RPC05,2017,Rondeau,Control,14.15094,0.4716981,0.4716981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.60377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.30189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
RPC0617,RPC06,2017,Rondeau,Control,4.950495,4.950495,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.20792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4950495,0,0,0,0,0,0,0,9.90099,0,0,0,0,0,0,0,0,3,1.666666667
RPC0717,RPC07,2017,Rondeau,Control,8.928572,4.464286,0.4464286,0,0,0,0,0,0,8.928572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4464286,0.4464286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4464286,0,6,3.333333333
RPC0817,RPC08,2017,Rondeau,Control,13.95349,4.651163,4.651163,0,0,0,0,0,0,0.4651163,0,0,0,0.4651163,0,0,0.4651163,0,0,0,13.95349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.81396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4651163,0,0,0,0,0,0,0,0,0,0,0.4651163,0,0,0,0,0,0,0,0,8,3.375
RPC0917,RPC09,2017,Rondeau,Control,8.62069,4.310345,0.4310345,0,0,0,0,0,0,0,0,0,0,8.62069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4310345,0,0,0,0,0,0,0,0,0,0,17.24138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.34483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.75
RPC1017,RPC10,2017,Rondeau,Control,28.43602,4.739337,4.739337,0,0,0,0,0,0,0.4739337,0,0.4739337,0,0.4739337,0,0,0.4739337,0,0,0,0,0,0,0,0,0,0,0,0.4739337,0,0,0,0,0,0,0,0,0,0,0.4739337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.87204,0.4739337,0,0,0,0,0,0,0,0,0,0,0,0,0.4739337,0,0,0,0,0,0,0,0,0,0,0.4739337,0,0.4739337,0,0,0,0,0.4739337,0,12,4.833333333
RPC1117,RPC11,2017,Rondeau,Control,8.163265,4.081633,4.081633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4081632,0,0,0,0,0,0,0,0,0,0,0,0.4081632,0,0,0,0,0,0,0,0,0,0,16.32653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.30612,0.4081632,0,0,0,0,0,0,0,0,0,0,0,0,0.4081632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4081632,0,7,4.428571429
RPC1217,RPC12,2017,Rondeau,Control,25.64103,0.4273504,8.547009,0,0,0,0,0,0,0,0,0,0,8.547009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4273504,0,0,0,0,0,0,0,0,0,0,12.82051,0,0,0,0,0,0,0.4273504,0,0,0,0,0,0,0,0,0,0,0,0,0,42.73504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4273504,0,6,4.666666667
RPC1317,RPC13,2017,Rondeau,Control,6.872852,3.436426,0.3436426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.36426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.98282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
RPC1417,RPC14,2017,Rondeau,Control,12.34568,4.115226,0.4115226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4115226,0,0,0,0,0,0,0,0,0,0,16.46091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.84362,0.4115226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.5
RPC1517,RPC15,2017,Rondeau,Control,9.90099,4.950495,4.950495,0,0,0,0,0,0,0.4950495,0,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.20792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.333333333
RPC1717,RPC17,2017,Rondeau,Control,8.695652,4.347826,4.347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.08696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.78261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.73913,0,0,0,0,0,0,0,0,3,0
RPC1817,RPC18,2017,Rondeau,Control,3.831417,3.831417,0.3831418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.98851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.30268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.662835,0,0,0,0,0,0,0,0,3,0
RPC1917,RPC19,2017,Rondeau,Control,3.703704,3.703704,3.703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.62963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.55556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703704,0,0,0,0,0,0,0,0,3,0
RPC2017,RPC20,2017,Rondeau,Control,3.984064,3.984064,0.3984064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.90438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.74502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.984064,0,0,0,0,0,0,0,0,3,0.333333333
RPC4117,RPC41,2017,Rondeau,Control,14.59854,0.3649635,7.29927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3649635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.24818,0,0,0,0,0,0,0,0,0.3649635,0,0,0,0,0,0,0,0,0,7.29927,0,18.24818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.19708,0,0,0,0,0,0,3.649635,0.3649635,8,2.75
RPC1617,RPC16,2017,Rondeau,Treatment,49.26108,24.63054,4.926108,0,0,0,0,0,0,0.4926108,0,0.4926108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.70443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4926108,0,0,0,0,0,0,0,0,4,2.5
RPT2117,RPT21,2017,Rondeau,Treatment ,4.329005,12.98701,4.329005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.92208,0,0,0,0,0,0,0,0,0.4329004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5
RPT2217,RPT22,2017,Rondeau,Treatment ,16.59751,8.298755,0.4149378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.6888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPT2317,RPT23,2017,Rondeau,Treatment ,8.333334,12.5,4.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPT2417,RPT24,2017,Rondeau,Treatment ,24,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPT2517,RPT25,2017,Rondeau,Treatment ,59.70149,29.85075,9.950249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPT2617,RPT26,2017,Rondeau,Treatment ,45.45455,18.18182,4.545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545455,0,0,0,0,0,0,0,0,2,0
RPT2717,RPT27,2017,Rondeau,Treatment ,75.82939,0.4739337,18.95735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.739337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RPT2817,RPT28,2017,Rondeau,Treatment ,27.14932,9.049774,18.09955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.24887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4524887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
RPT2917,RPT29,2017,Rondeau,Treatment ,17.31602,8.658009,8.658009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.93506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4329004,0,0,0,0,0,0,0,0,2,0
RPT3017,RPT30,2017,Rondeau,Treatment ,9.049774,18.09955,0.4524887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.39819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPT3117,RPT31,2017,Rondeau,Treatment ,18.18182,13.63636,4.545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.63636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPT3217,RPT32,2017,Rondeau,Treatment ,31.62055,15.81028,0.3952569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.85771,0,0,0,39.52569,0,0,0,0,0,0,0,0,0,0,0.3952569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3952569,0,0,0,0,0,0,4,5.333333333
RPT3317,RPT33,2017,Rondeau,Treatment ,79.60199,14.92537,4.975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPT3417,RPT34,2017,Rondeau,Treatment ,55.77689,15.93626,7.968128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.92032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3984064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
RPT3517,RPT35,2017,Rondeau,Treatment ,69.65174,29.85075,0.4975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPT3617,RPT36,2017,Rondeau,Treatment ,69.65174,24.87562,4.975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPT3717,RPT37,2017,Rondeau,Treatment ,73.52941,24.5098,0.4901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4901961,0,0,0,0,0,0,0,0,0,0,0,0.4901961,0,0,0,0,3,6
RPT3817,RPT38,2017,Rondeau,Treatment ,71.09005,23.69668,0.4739337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.739337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPT3917,RPT39,2017,Rondeau,Treatment ,70.42254,18.77934,4.694836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4694836,0,0,0,0,0,0,4.694836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4694836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4694836,0,0,0,0,0,0,0,0,4,1.75
RPT4017,RPT40,2017,Rondeau,Treatment ,36.36364,13.63636,4.545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LPC2118,LPC21,2018,Long Point,Control,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0
LPC2218,LPC22,2018,Long Point,Control,4.995004995,9.99000999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04995005,0,0,0,0,0,0,0,0,0.04995005,0,0,0,0,0,0,0,0,0,0,0,79.92007992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.995004995,0,0,0,0,0,0,0,0,4,1.25
